PageName,MIN,MAX,RANGE,MEAN,STD,MEDIAN,PCT90,Buried_Arc,CentroidX,CentroidY
BU62,-0.28,0.90,1.18,0.26,0.17,0.25,0.48,0,716087,4339036
BU63,-0.29,0.84,1.13,0.24,0.15,0.24,0.44,0,716092,4339036
BU64,-0.31,1.00,1.31,0.28,0.17,0.28,0.51,0,716097,4339036
BU65,-0.33,1.00,1.33,0.21,0.18,0.20,0.44,0,716102,4339036
BU66,-0.53,0.91,1.44,0.06,0.18,0.05,0.30,0,716107,4339036
BU67,-0.59,1.00,1.59,0.08,0.20,0.05,0.34,0,716112,4339036
BU68,-0.64,0.83,1.47,0.03,0.18,0.03,0.26,0,716117,4339036
BV61,-0.23,0.96,1.19,0.42,0.16,0.43,0.61,0,716082,4339031
BV62,-0.28,1.00,1.28,0.36,0.14,0.36,0.54,0,716087,4339031
BV63,-0.11,0.91,1.02,0.32,0.13,0.32,0.49,0,716092,4339031
BV64,-0.56,1.00,1.56,0.27,0.19,0.28,0.50,0,716097,4339031
BV65,-0.43,1.00,1.43,0.16,0.17,0.15,0.38,0,716102,4339031
BW62,-0.15,0.98,1.13,0.41,0.15,0.41,0.60,0,716087,4339026
BW63,-0.54,0.96,1.50,0.28,0.17,0.27,0.49,0,716092,4339026
BW64,-0.38,1.00,1.38,0.23,0.18,0.22,0.46,0,716097,4339026
BW65,-0.45,1.00,1.45,0.15,0.17,0.14,0.38,0,716102,4339026
BX63,-0.45,0.97,1.42,0.17,0.17,0.16,0.39,0,716092,4339021
BX64,-0.55,0.81,1.36,0.11,0.15,0.10,0.31,0,716097,4339021
BX65,-0.56,0.69,1.25,-0.05,0.16,-0.06,0.15,0,716102,4339021
BY63,-0.37,1.00,1.37,0.22,0.18,0.21,0.46,0,716092,4339016
