PageName,MIN,MAX,RANGE,MEAN,STD,MEDIAN,PCT90,Buried_Arc,CentroidX,CentroidY
BR61,0.11,0.71,0.61,0.37,0.07,0.37,0.46,0,716082,4339051
BR62,0.16,0.66,0.50,0.34,0.05,0.34,0.41,0,716087,4339051
BR63,0.10,0.50,0.40,0.28,0.05,0.28,0.33,0,716092,4339051
BR64,0.11,0.49,0.38,0.26,0.04,0.26,0.31,0,716097,4339051
BR70,0.04,0.41,0.37,0.15,0.04,0.15,0.20,0,716127,4339051
BR71,0.04,0.39,0.34,0.17,0.04,0.17,0.22,0,716132,4339051
BR73,0.06,0.57,0.51,0.26,0.05,0.26,0.33,0,716142,4339051
BS58,0.14,0.79,0.64,0.37,0.08,0.36,0.47,0,716067,4339046
BS59,0.21,0.77,0.55,0.43,0.07,0.42,0.52,0,716072,4339046
BS60,0.14,0.90,0.76,0.44,0.09,0.44,0.56,0,716077,4339046
BS61,0.15,0.82,0.67,0.39,0.08,0.38,0.49,0,716082,4339046
BS62,0.13,0.65,0.52,0.35,0.06,0.35,0.43,0,716087,4339046
BS63,0.16,0.58,0.42,0.31,0.05,0.30,0.36,0,716092,4339046
BS64,0.04,0.45,0.41,0.25,0.05,0.25,0.31,0,716097,4339046
BS65,0.01,0.84,0.83,0.27,0.07,0.27,0.34,0,716102,4339046
BS66,0.06,0.52,0.46,0.20,0.05,0.19,0.26,0,716107,4339046
BS67,0.05,0.27,0.21,0.16,0.02,0.16,0.19,0,716112,4339046
BS68,0.04,0.31,0.26,0.14,0.03,0.14,0.18,0,716117,4339046
BS69,0.03,0.48,0.45,0.14,0.03,0.14,0.17,0,716122,4339046
BT59,0.12,0.77,0.65,0.37,0.09,0.38,0.49,0,716072,4339041
BT60,0.21,0.81,0.60,0.43,0.08,0.43,0.53,0,716077,4339041
BT61,0.15,0.92,0.77,0.42,0.08,0.42,0.53,0,716082,4339041
BT62,0.17,0.88,0.71,0.41,0.09,0.41,0.52,0,716087,4339041
BT63,0.10,0.76,0.66,0.35,0.07,0.34,0.45,0,716092,4339041
BT64,0.06,0.47,0.41,0.27,0.05,0.27,0.33,0,716097,4339041
BT65,0.00,0.50,0.50,0.23,0.05,0.23,0.29,0,716102,4339041
BT66,0.05,0.48,0.43,0.20,0.03,0.20,0.24,0,716107,4339041
BT67,0.07,0.34,0.27,0.18,0.04,0.18,0.23,0,716112,4339041
BT68,0.04,0.27,0.23,0.13,0.03,0.12,0.17,0,716117,4339041
BU59,0.06,0.64,0.58,0.21,0.08,0.20,0.31,0,716072,4339036
BU60,0.08,0.73,0.65,0.35,0.08,0.35,0.44,0,716077,4339036
BU61,0.15,0.69,0.54,0.39,0.07,0.39,0.48,0,716082,4339036
BU62,0.13,0.79,0.66,0.40,0.08,0.40,0.51,0,716087,4339036
BU63,0.13,0.79,0.66,0.42,0.09,0.41,0.53,0,716092,4339036
BU64,0.10,0.75,0.64,0.31,0.07,0.30,0.40,0,716097,4339036
BU65,0.06,0.37,0.31,0.23,0.04,0.23,0.28,0,716102,4339036
BU66,0.08,0.34,0.26,0.19,0.03,0.19,0.23,0,716107,4339036
BU67,0.05,0.32,0.27,0.18,0.04,0.18,0.23,0,716112,4339036
BU68,0.03,0.64,0.61,0.14,0.04,0.14,0.19,0,716117,4339036
BV61,0.15,0.81,0.66,0.44,0.08,0.43,0.54,0,716082,4339031
BV62,0.16,0.82,0.67,0.41,0.08,0.41,0.52,0,716087,4339031
BV63,0.15,0.76,0.61,0.43,0.08,0.42,0.53,0,716092,4339031
BV64,0.07,0.79,0.72,0.36,0.09,0.36,0.48,0,716097,4339031
BV65,0.05,0.66,0.60,0.26,0.06,0.25,0.34,0,716102,4339031
BW62,0.12,0.80,0.69,0.42,0.08,0.42,0.53,0,716087,4339026
BW63,0.09,0.82,0.73,0.38,0.09,0.37,0.49,0,716092,4339026
BW64,0.11,0.63,0.52,0.34,0.07,0.34,0.42,0,716097,4339026
BW65,0.07,0.64,0.57,0.25,0.06,0.25,0.34,0,716102,4339026
BX63,0.08,0.69,0.61,0.32,0.07,0.32,0.41,0,716092,4339021
BX64,0.12,0.52,0.39,0.29,0.05,0.29,0.36,0,716097,4339021
BX65,0.06,0.39,0.33,0.22,0.05,0.22,0.28,0,716102,4339021
BY63,0.08,0.57,0.49,0.25,0.06,0.25,0.32,0,716092,4339016
