PageName,MIN,MAX,RANGE,MEAN,STD,MEDIAN,PCT90,Buried_Arc,CentroidX,CentroidY
BV61,-0.93,0.03,0.95,-0.40,0.12,-0.40,-0.25,0,716082,4339031
BV62,-1.00,0.10,1.10,-0.38,0.10,-0.38,-0.25,0,716087,4339031
BV63,-0.91,0.00,0.91,-0.37,0.10,-0.36,-0.25,0,716092,4339031
BV64,-1.00,0.05,1.05,-0.38,0.13,-0.37,-0.23,0,716097,4339031
BV65,-1.00,0.02,1.02,-0.39,0.12,-0.38,-0.26,0,716102,4339031
BW62,-0.97,-0.07,0.91,-0.41,0.11,-0.41,-0.28,0,716087,4339026
BW63,-0.92,0.05,0.97,-0.35,0.11,-0.35,-0.22,0,716092,4339026
BW64,-1.00,0.06,1.06,-0.37,0.12,-0.36,-0.22,0,716097,4339026
BW65,-1.00,0.10,1.10,-0.39,0.12,-0.38,-0.24,0,716102,4339026
BX63,-0.98,0.11,1.09,-0.32,0.12,-0.32,-0.17,0,716092,4339021
BX64,-0.83,0.20,1.03,-0.33,0.10,-0.33,-0.20,0,716097,4339021
BX65,-0.79,0.12,0.91,-0.29,0.11,-0.28,-0.15,0,716102,4339021
BY63,-1.00,0.10,1.10,-0.40,0.13,-0.39,-0.24,0,716092,4339016
