PageName,MIN,MAX,RANGE,MEAN,STD,MEDIAN,PCT90,Buried_Arc,CentroidX,CentroidY
BS58,0.14,0.76,0.62,0.37,0.08,0.36,0.48,0,716067,4339046
BS59,0.19,0.69,0.49,0.43,0.07,0.43,0.52,0,716072,4339046
BS60,0.25,0.88,0.63,0.51,0.09,0.51,0.62,0,716077,4339046
BS61,0.25,0.84,0.59,0.48,0.08,0.48,0.59,0,716082,4339046
BS62,0.23,0.79,0.56,0.46,0.07,0.46,0.55,0,716087,4339046
BS63,0.18,0.76,0.58,0.44,0.07,0.44,0.54,0,716092,4339046
BS64,0.00,0.79,0.79,0.45,0.09,0.44,0.56,0,716097,4339046
BS65,0.07,0.91,0.84,0.50,0.10,0.50,0.63,0,716102,4339046
BS66,0.19,0.78,0.60,0.43,0.08,0.42,0.54,0,716107,4339046
BS67,0.15,0.68,0.53,0.42,0.05,0.42,0.48,0,716112,4339046
BS68,0.15,0.63,0.48,0.38,0.06,0.37,0.46,0,716117,4339046
BS69,0.11,0.59,0.48,0.35,0.06,0.35,0.43,0,716122,4339046
BT59,0.10,0.72,0.62,0.38,0.10,0.39,0.50,0,716072,4339041
BT60,0.21,0.78,0.57,0.44,0.08,0.44,0.55,0,716077,4339041
BT61,0.22,0.87,0.65,0.47,0.08,0.47,0.57,0,716082,4339041
BT62,0.25,0.94,0.69,0.50,0.09,0.50,0.62,0,716087,4339041
BT63,0.23,0.80,0.57,0.48,0.08,0.47,0.58,0,716092,4339041
BT64,0.08,0.77,0.70,0.44,0.07,0.44,0.54,0,716097,4339041
BT65,0.02,0.74,0.72,0.43,0.08,0.43,0.53,0,716102,4339041
BT66,0.06,0.72,0.67,0.43,0.07,0.43,0.52,0,716107,4339041
BT67,0.18,0.81,0.63,0.42,0.08,0.42,0.53,0,716112,4339041
BT68,0.16,0.63,0.47,0.33,0.06,0.32,0.41,0,716117,4339041
BU59,0.02,0.56,0.54,0.16,0.08,0.14,0.29,0,716072,4339036
BU60,0.03,0.67,0.64,0.33,0.10,0.35,0.44,0,716077,4339036
BU61,0.16,0.69,0.53,0.39,0.07,0.39,0.49,0,716082,4339036
BU62,0.18,0.84,0.66,0.45,0.10,0.45,0.58,0,716087,4339036
BU63,0.23,0.82,0.59,0.49,0.08,0.49,0.60,0,716092,4339036
BU64,0.17,0.74,0.57,0.43,0.08,0.43,0.52,0,716097,4339036
BU65,0.04,0.67,0.62,0.39,0.07,0.39,0.48,0,716102,4339036
BU66,0.17,0.72,0.54,0.42,0.08,0.42,0.53,0,716107,4339036
BU67,0.16,0.72,0.57,0.41,0.09,0.40,0.53,0,716112,4339036
BU68,0.16,0.63,0.47,0.33,0.07,0.32,0.43,0,716117,4339036
BV61,0.18,0.76,0.58,0.41,0.07,0.41,0.50,0,716082,4339031
BV62,0.14,0.78,0.63,0.42,0.08,0.42,0.52,0,716087,4339031
BV63,0.18,0.79,0.61,0.47,0.08,0.46,0.58,0,716092,4339031
BV64,0.14,0.85,0.71,0.45,0.09,0.45,0.56,0,716097,4339031
BV65,0.16,0.74,0.58,0.42,0.08,0.42,0.52,0,716102,4339031
BW62,0.17,0.72,0.55,0.42,0.08,0.42,0.52,0,716087,4339026
BW63,0.18,0.82,0.64,0.44,0.08,0.44,0.55,0,716092,4339026
BW64,0.17,0.85,0.68,0.46,0.08,0.46,0.57,0,716097,4339026
BW65,0.17,0.81,0.63,0.42,0.09,0.41,0.53,0,716102,4339026
BX63,0.19,0.88,0.68,0.44,0.09,0.44,0.55,0,716092,4339021
BX64,0.21,0.80,0.60,0.47,0.08,0.47,0.57,0,716097,4339021
BX65,0.21,0.77,0.56,0.45,0.08,0.45,0.55,0,716102,4339021
BY63,0.14,0.79,0.65,0.37,0.08,0.36,0.48,0,716092,4339016
